campLocation,timestamp,source,destination,user,device,eventType,eventDescription,eventSeverity,mlRiskScore,entropy,log_hash,anomaly_score
Delhi,2023-09-15T09:40,10.1.1.1,10.10.10.20,admin,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 10.1.1.1,warning,0.13,4.392486650571201,eabbedf64e5b0d1de86ec8e3208d5bf1ccc94ba65fe6c62d678e215f477d9fce,1
Delhi,2023-09-13T19:21,192.168.10.5,192.168.0.3,anonymous,DeviceXYZ,application-errors,Application error: Error message: 56,informational,0.27,3.9749375012019263,101f4f16abf675b556ba344e752f834a05069a71b085aa51d1a0ac9d5c337eb2,1
Delhi,2023-09-15T22:33,192.168.0.1,10.0.0.3,user123,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.0.1,error,0.13,4.549060633705463,f1982246bc91932b772ef2dd587fb589065d22a3716c62a085b77afbd0e03cdf,1
Delhi,2023-09-17T23:17,10.10.10.10,10.0.0.101,admin,DeviceXYZ,system-restart,System restart: Reason10,critical,0.3,3.7406015629507228,8b15f2acdf4d8f8fcc48d1098b00cffa1fe22245afa8c124e89f625e10467207,-1
Delhi,2023-09-14T21:26,172.16.0.10,192.168.10.6,admin,ServerABC,file-access,File access: Read to file '/path/to/file965.txt' by user 'admin' from IP 172.16.0.10,critical,0.23,4.753002085912632,c82ba9d83a34b81b51c1c66da0deb3fade9673e224ebc2e52eeb4029eaa2ae63,-1
Delhi,2023-09-18T12:21,172.16.0.10,192.168.10.6,anonymous,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 172.16.0.10,critical,0.13,4.346652247676153,e160ce00cbdc179f07fd83f43a855aecc6e5711d3edac4a386127f78e3b67cce,1
Delhi,2023-09-15T11:02,192.168.0.1,192.168.10.6,admin,Workstation123,system-failure,Critical system failure: Error message: 29,critical,0.37,4.041625614369224,e4bb6dae1900987977b55fd8666e83ab74dc3de41dbdd1b0e1b705dcf2ab612e,1
Delhi,2023-09-17T20:37,192.168.2.5,10.10.10.20,guest,Workstation123,software-update,Software update: Software4 updated to version v3,informational,0.27,3.996653522439334,f438c63cd4f25a460037a09b10102d60b15ecb614bbc9c470aaa4df6220da0a5,1
Delhi,2023-09-14T15:39,10.10.10.10,172.16.0.20,admin,ServerABC,application-usage,User 'admin' used application 'App7',informational,0.13,4.016875695766563,dae82affb6db04385ad2992c3b3254e44ad1641bbc3a5c9988bd80c33f1d039e,1
Delhi,2023-09-14T16:50,10.1.1.1,10.1.1.2,anonymous,Workstation123,malware-detection,Malware detected: File 'file835.txt' found on device 'Workstation123',informational,0.37,4.464670515253233,190628f72b238f0d7d6d547e5933e11f9e522498ad6c912cffc25f649a3a84e3,1
Delhi,2023-09-17T14:56,192.168.2.5,172.16.1.101,user123,ServerABC,permission-changes,User 'user123' changed permissions for file '/path/to/file601.txt',warning,0.17,4.515699377092075,a81d41637d477ac6e97a6c5d4e58e0312adf44376cdfb853e606f77a5e6c9ca1,1
Delhi,2023-09-15T14:51,10.0.0.2,172.16.0.20,user123,Workstation123,software-update,Software update: Software10 updated to version v3,informational,0.27,4.058815334777912,cdf7aea18d13a556e9506dbcca1bd6ac50b026cb303e176da6a6336f1e040cdb,1
Delhi,2023-09-17T11:00,192.168.2.5,10.1.1.2,user123,Workstation123,permission-changes,User 'user123' changed permissions for file '/path/to/file947.txt',error,0.17,4.546002407395105,5f3573862f54340126659842c402296aa8fc6302f6102c9454418955397ad9e5,1
Delhi,2023-09-14T02:27,172.16.1.100,10.0.0.3,guest,DeviceXYZ,application-usage,User 'guest' used application 'App1',error,0.13,4.016875695766563,d18398262a426428b9a2bda245de5553b454abe735a65940357a91a62712abaf,1
Delhi,2023-09-13T09:07,10.0.0.2,192.168.0.3,anonymous,Workstation123,file-access,File access: Delete to file '/path/to/file155.txt' by user 'anonymous' from IP 10.0.0.2,informational,0.23,4.592971072922391,65fdad2511e2f2f371ef4f247a1b99d2e26521b3242fcd853355d8fd41da971e,1
Delhi,2023-09-17T14:22,192.168.2.5,10.10.10.20,guest,ServerABC,malware-detection,Malware detected: File 'file622.txt' found on device 'ServerABC',critical,0.37,4.357258938909887,b33d89ef6af3dbe27bc3a664d2235ca470b1048be79665397a427ab3f316d08c,1
Delhi,2023-09-16T10:17,172.16.1.100,172.16.1.101,guest,ServerABC,permission-changes,User 'guest' changed permissions for file '/path/to/file110.txt',warning,0.17,4.386587797403417,49b5634b6752f408e40331dc68ead45017b7777de6574d732c1e1b8a55b4b97c,1
Delhi,2023-09-14T09:48,10.10.10.10,192.168.0.2,anonymous,Workstation123,application-usage,User 'anonymous' used application 'App4',error,0.13,4.096439344671015,8eb537965131eb1e10092e028ced7e6d4b1099fe3a2d3237037814f507e75f43,1
Delhi,2023-09-14T17:28,10.0.0.100,192.168.0.2,user123,DeviceXYZ,system-failure,Critical system failure: Error message: 83,error,0.37,4.041625614369224,24b5a191f7ca8c11e7768ca33a8bd0396752d454ed08769a1050639059d07200,1
Delhi,2023-09-15T21:12,192.168.2.5,192.168.10.6,admin,Workstation123,dns-queries,DNS query from IP 192.168.2.5 for domain 'example958.com',warning,0.17,4.61953458506421,d66c69417bb3623e5cf06ee449504b877e94d66095928b0548940a6f784d74e0,1
Delhi,2023-09-16T15:23,192.168.10.5,192.168.0.2,user123,Workstation123,system-restart,System restart: Reason3,error,0.3,3.6424896731661263,6b78f937ec0096fd9cffecd1b26ebd51629055f032f3d9299690fdfcf5c0ebf1,1
Delhi,2023-09-12T16:32,4.228.66.148,215.4.147.160,anonymous,ServerABC,malware-detection,Malware detected: File 'file523.txt' found on device 'ServerABC',warning,0.9,4.388508938909887,e2cc8a12520a17156c8ead026a6082817e60edc648e38de2da11450a53d32fc1,1
Delhi,2023-09-12T20:31,192.168.2.5,192.168.10.6,user123,DeviceXYZ,system-restart,System restart: Reason8,critical,0.3,3.6424896731661263,05f1e168b0883fa81fe5a1d24bfad31c159777eaf57f2dc58aabafaa1f024c74,1
Delhi,2023-09-15T17:01,192.168.0.1,192.168.10.6,anonymous,Workstation123,application-errors,Application error: Error message: 43,error,0.27,3.9749375012019263,7715617a02d91e196e4d8014655b88b128a2b4f61bd2f11bb576b2ec40dec8cc,1
Delhi,2023-09-12T23:43,16.204.45.98,92.159.123.14,anonymous,Workstation123,api-called,API called: API1 from IP 16.204.45.98,error,0.73,4.29393166344173,b898a733c520e058721ee7786c54b78354ac9e74c7c7f4010d16bcea43f4cb3f,1
Delhi,2023-09-12T14:51,10.10.10.10,172.16.0.20,admin,ServerABC,malware-detection,Malware detected: File 'file226.txt' found on device 'ServerABC',warning,0.37,4.357258938909887,fc6bf49c25d4004d9bc9ae2504e433bf3a806b88cee825c884f6c7f1130d670b,1
Delhi,2023-09-15T14:26,172.16.1.100,10.0.0.101,user123,DeviceXYZ,firewall-change,Firewall rule change: Port 16339 opened for IP 172.16.1.100,critical,0.3,4.501559261982788,6cd27cee333d1ba51915dae2b82d38f01f8f74cfe1d3e4dfc57b6acaf1e3f17f,1
Delhi,2023-09-15T07:15,10.0.0.2,172.16.0.20,user123,DeviceXYZ,system-failure,Critical system failure: Error message: 67,warning,0.37,4.041625614369224,cbef833ee4f74f357d4852d2024257e5b2aebb592e955758311ea14e9ce4897e,1
Delhi,2023-09-13T15:17,172.16.0.10,192.168.0.3,guest,Workstation123,dns-queries,DNS query from IP 172.16.0.10 for domain 'example69.com',critical,0.17,4.59456658347022,99a2709eba939048c60be4c3e16ae5079d55a0c1712e8cdd3c0c0f3695a70be0,1
Delhi,2023-09-16T10:07,192.168.1.100,10.0.0.101,user123,ServerABC,auth-success,Successful login for user 'user123' from IP 192.168.1.100,error,0.1,4.354281681928004,00123a598e0fe7941497d028ef26bca2135d593ff83881d371d142bcf2732e96,1
Delhi,2023-09-12T15:57,10.0.0.2,172.16.1.101,admin,Workstation123,application-usage,User 'admin' used application 'App5',error,0.13,4.016875695766563,ea3d866ca4c22acf55fe9d0505aa0ca759cb26394866b5be890557a62d5bba18,1
Delhi,2023-09-13T19:13,10.0.0.100,192.168.0.3,anonymous,DeviceXYZ,file-access,File access: Read to file '/path/to/file421.txt' by user 'anonymous' from IP 10.0.0.100,critical,0.23,4.6479218666134985,4a6d3b3967eeaf672606626f348c6cc4be81b31b940e5fa2a8e3f12e04eac8ee,1
Delhi,2023-09-15T15:36,192.168.2.5,192.168.0.2,anonymous,ServerABC,application-errors,Application error: Error message: 74,warning,0.27,3.9749375012019263,aa04345acbcfea20f46531f40f822f81697b2d38ef7f63131476d13092880158,1
Delhi,2023-09-13T04:09,192.168.2.5,172.16.1.101,guest,ServerABC,system-failure,Critical system failure: Error message: 4,error,0.37,3.973916493564412,59a0897bb8fb0eaad45292803c7228f2d28d7cf83b1ea387087910867adffb2c,1
Delhi,2023-09-16T02:38,192.168.1.100,10.10.10.20,guest,ServerABC,application-usage,User 'guest' used application 'App8',informational,0.13,4.016875695766563,c88d2521b5f323a7a9b3ef11dc49432d18eb0cd0e21b4164f03b45b5de32fc2e,1
Delhi,2023-09-15T03:37,192.168.2.5,192.168.0.3,anonymous,ServerABC,auth-success,Successful login for user 'anonymous' from IP 192.168.2.5,error,0.1,4.4244571205244965,949834e0d7c190f71aa3a6423a1c8629b5543899883a7f10044b5cef7d059479,1
Delhi,2023-09-14T19:14,192.168.1.100,10.0.0.3,guest,Workstation123,file-access,File access: Read to file '/path/to/file65.txt' by user 'guest' from IP 192.168.1.100,error,0.23,4.7182811446468635,b95cab149e3df7a6e79d51cc49c74f2eef13774a609f4d2884aa439e6548fbc1,-1
Delhi,2023-09-17T17:36,192.168.10.5,192.168.10.6,anonymous,ServerABC,application-usage,User 'anonymous' used application 'App6',warning,0.13,4.096439344671015,20d107c518f78d0665792a86efcf69a569635cb6365d168588017149e6cfd9e1,1
Delhi,2023-09-14T02:11,237.128.241.79,47.104.226.203,anonymous,ServerABC,system-failure,Critical system failure: Error message: 5,informational,0.9,3.973916493564412,64f48045ea9632747f0ad7b3c210a61d450dbaf845c2033265e46b2af48cb9f6,1
Delhi,2023-09-14T10:08,172.16.1.100,192.168.10.6,admin,DeviceXYZ,dns-queries,DNS query from IP 172.16.1.100 for domain 'example307.com',informational,0.17,4.583564668215614,b2fac3200daf574b077c4a55eec8e9b016bdb0ce1da08f1bbefdfb578f15a2d6,1
Delhi,2023-09-16T15:23,188.123.184.226,142.144.255.64,admin,ServerABC,auth-failed,Failed login attempt for user 'admin' from IP 188.123.184.226,error,0.87,4.515921558484228,e83af806332f4a1f73159cf0bab5d17f1050625bc2ce15ab4a38bab8482615b6,1
Delhi,2023-09-15T11:36,192.168.0.1,172.16.1.101,user123,DeviceXYZ,permission-changes,User 'user123' changed permissions for file '/path/to/file285.txt',critical,0.17,4.515699377092075,fccbb1366518515b0556e1580f6191d4d800bcf8445cd7fda06aab3e6ec5910c,1
Delhi,2023-09-16T09:50,10.1.1.1,192.168.0.2,anonymous,ServerABC,application-errors,Application error: Error message: 32,warning,0.27,3.9749375012019263,c65a62619b79d8ac91bb152e796f775c6f7f8a41855462d2aee8a2f0ef1ec564,1
Delhi,2023-09-17T11:17,192.168.0.1,192.168.2.6,user123,Workstation123,file-access,File access: Read to file '/path/to/file328.txt' by user 'user123' from IP 192.168.0.1,informational,0.23,4.712846466897934,18905f25a26bb96071fdb319a7f29a12bee0338934cb9fdb90162c7e2cb53a68,-1
Delhi,2023-09-16T03:41,192.168.0.1,10.10.10.20,admin,ServerABC,application-errors,Application error: Error message: 88,error,0.27,3.9193819456463705,9117e9dea64d5ae934eaa68a156a3c6bb00e9d2844982e702d4e8af09a64fec8,1
Delhi,2023-09-18T10:26,10.0.0.100,10.0.0.3,anonymous,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.0.0.100,warning,0.13,4.381918728673213,0b5b92b5d718e29a6930dd1f174d76bad4414a6f0c02bdd9a3cceca2cf603fd4,1
Delhi,2023-09-13T05:05,172.16.1.100,192.168.0.2,guest,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 172.16.1.100,error,0.13,4.383485375140841,8ff6dc3c30fdad5db54d8885d4b889a4fd96bc8d40c27efe99efc51d1725e813,1
Delhi,2023-09-18T07:08,192.168.1.100,192.168.0.2,anonymous,DeviceXYZ,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 192.168.1.100,warning,0.37,4.548626082521026,0c8d65b14317f7247787f2736d007305af7235542eddda08dc9869845d642586,1
Delhi,2023-09-18T13:17,10.0.0.100,192.168.0.3,user123,DeviceXYZ,system-shutdown,System shutdown: Reason4,critical,0.33,3.9701755214643453,6ccd3075b9a6eccbaf5e3fb7fe5b44ab992c1b65724dfc10eb87175065ac68a5,1
Delhi,2023-09-14T08:39,10.10.10.10,192.168.0.3,anonymous,ServerABC,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.10.10.10,error,0.37,4.39854449649814,a361f2cb0e432bcc66ae98e236260050c45ae105653d5d5a14563b8444b7ceb8,1
Delhi,2023-09-13T10:49,10.0.0.100,10.1.1.2,admin,Workstation123,dns-queries,DNS query from IP 10.0.0.100 for domain 'example347.com',critical,0.17,4.507874566108195,83c2d11a989f97c6d005fbc0fc77158e198910b57e20d8af4351538b0e563261,1
Delhi,2023-09-13T04:07,10.0.0.100,192.168.10.6,anonymous,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 10.0.0.100,error,0.13,4.258595460503929,a365a4a547e2fe0421b038b5915c28969ace6da38d67d4981b9989b442ba18ed,1
Delhi,2023-09-17T05:02,192.168.0.1,172.16.0.20,guest,Workstation123,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 192.168.0.1,informational,0.37,4.474923786040803,a2e4f7e9ec28d80dea431245af67d4572e267168893aa736d702e724408d9167,1
Delhi,2023-09-15T21:43,192.168.10.5,172.16.1.101,anonymous,DeviceXYZ,system-shutdown,System shutdown: Reason2,informational,0.33,3.9701755214643453,a1ffdac913b60fac0d7c6f72e38527e821bb23148885d6ee38e8eb0f89090db3,1
Delhi,2023-09-16T20:33,170.157.25.88,115.216.231.143,guest,ServerABC,malware-detection,Malware detected: File 'file936.txt' found on device 'ServerABC',warning,0.9,4.388508938909887,082d4ed3527c8933775245c576afff4cbb9ef713dc72e91c6c5eeec4baf718f0,1
Delhi,2023-09-14T15:01,172.16.1.100,10.1.1.2,user123,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 172.16.1.100,informational,0.13,4.528483966448013,8422dabdb8acfa809653b6baa6f9efc643f3c555aa73806b54d7c94ced6f99e1,1
Delhi,2023-09-16T18:25,192.168.0.1,10.10.10.20,guest,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 192.168.0.1,warning,0.13,4.593266278285466,d533db6e62d234cb6383a52b8001a5cb4229beb5f13e4dbb0b7d9a037e61a783,1
Delhi,2023-09-17T09:55,192.168.2.5,10.1.1.2,user123,ServerABC,application-errors,Application error: Error message: 50,critical,0.27,3.9749375012019263,5651bf2213c1e6d888188f81a6bd1400471c0d4f816239628c4e39da13d325af,1
Delhi,2023-09-14T00:05,192.168.1.100,172.16.1.101,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 192.168.1.100,error,0.1,4.468981359572222,d556bb9a8e0cf3f4572d4457f55ac93e3a34116ed4f5912e4c99d0d90e0f7039,1
Delhi,2023-09-13T13:37,172.16.1.100,10.1.1.2,anonymous,DeviceXYZ,permission-changes,User 'anonymous' changed permissions for file '/path/to/file883.txt',warning,0.17,4.449841570128409,82a80f3bb9423fb4e897d4362b7af678c4d3cd20fb95b33730464af36c5d0d91,1
Delhi,2023-09-17T18:30,192.168.1.100,10.1.1.2,guest,ServerABC,application-errors,Application error: Error message: 42,informational,0.27,3.9749375012019263,7ed86298039c3d168e1e0f7bf82cac5b49dc54fddf4f6d630cf27f1ca4a3f5ac,1
Delhi,2023-09-13T13:16,10.0.0.2,10.0.0.101,admin,Workstation123,permission-changes,User 'admin' changed permissions for file '/path/to/file639.txt',error,0.17,4.417837797403417,06988a490a6a64db2ea0ff6e9199b75747b396b3c9cbf22577932abc9ac978dc,1
Delhi,2023-09-17T08:34,192.168.2.5,10.0.0.101,anonymous,Workstation123,application-usage,User 'anonymous' used application 'App10',informational,0.13,4.16195322391921,c3d92b33844fe5b464662a3e61b9a0bc2ed9d5704e58b258c7ee86e6327692df,1
Delhi,2023-09-13T10:47,10.1.1.1,192.168.0.3,user123,ServerABC,permission-changes,User 'user123' changed permissions for file '/path/to/file693.txt',critical,0.17,4.515699377092075,c2fb6bdc7aa23cdda7b8860d8a1c017c562bfbc0492d6695c1d714478ae29805,1
Delhi,2023-09-12T18:39,172.16.0.10,192.168.10.6,anonymous,Workstation123,application-errors,Application error: Error message: 88,critical,0.27,3.9193819456463705,1babf4808251116e011132d5b913c2d6397a09999a002345850320702c62208c,1
Delhi,2023-09-18T12:54,172.16.0.10,172.16.0.20,guest,ServerABC,auth-failed,Failed login attempt for user 'guest' from IP 172.16.0.10,critical,0.33,4.4465821192760755,751270eb9cbd51b92e5c31ac5d22bbd8e0aa254f7ede34e0fabade7b20166d86,1
Delhi,2023-09-13T23:55,192.168.1.100,172.16.0.20,guest,ServerABC,auth-success,Successful login for user 'guest' from IP 192.168.1.100,warning,0.1,4.373615677793375,53e45a12034412e14a52aa52968f83d373c30b1233894ffa2db4cda0811ae1e6,1
Delhi,2023-09-17T13:57,192.168.10.5,192.168.2.6,admin,Workstation123,file-access,File access: Write to file '/path/to/file952.txt' by user 'admin' from IP 192.168.10.5,critical,0.23,4.743450355801997,5ba7852c0bdac6d8684bbfee01cdf25fc59f1f281a782957b9add45e2871de0e,-1
Delhi,2023-09-14T03:16,10.0.0.2,10.0.0.3,guest,DeviceXYZ,system-failure,Critical system failure: Error message: 14,informational,0.37,4.041625614369224,78b235df95180cd48ed5ddf2cadaaf0a4ef1c59c25dbfb365f1fa415968056f4,1
Delhi,2023-09-13T02:12,10.10.10.10,172.16.1.101,admin,ServerABC,software-update,Software update: Software9 updated to version v2,informational,0.27,3.996653522439334,bc153dfd3a18a42c7ee4e925d1fe8f45428c16bf0901b484a4475eef5da9499a,1
Delhi,2023-09-13T19:10,192.168.2.5,192.168.0.2,anonymous,ServerABC,application-errors,Application error: Error message: 46,error,0.27,3.9749375012019263,67827aa022423927184389da8b16273dea2970c17d64f9b336e236c8cf0e4bc6,1
Delhi,2023-09-18T13:42,192.168.10.5,192.168.10.6,admin,ServerABC,system-shutdown,System shutdown: Reason2,critical,0.33,3.9701755214643453,c8774ea29f4dde753abd0cf53e3c52b8c2f9e83af1267c78b6b70a6ede579cdf,1
Delhi,2023-09-16T03:11,10.10.10.10,192.168.10.6,guest,Workstation123,application-usage,User 'guest' used application 'App3',informational,0.13,4.016875695766563,fb45f158651d1d858c4926e70ead8de26be57133d4cc8529a40da4cd50d492d9,1
Delhi,2023-09-14T06:53,192.168.2.5,10.1.1.2,user123,ServerABC,file-access,File access: Delete to file '/path/to/file260.txt' by user 'user123' from IP 192.168.2.5,informational,0.23,4.656906927327084,e715a49ebd33b1f1ffa00ab614d3c393d64664de22390adf6cad1d6eee8b0838,1
Delhi,2023-09-17T02:26,192.168.2.5,192.168.0.3,guest,DeviceXYZ,system-failure,Critical system failure: Error message: 90,warning,0.37,4.041625614369224,de0b5be7e19d53704c5db1ac6bd1fd646fd4983f90a5f87a909d310b1b2b4b57,1
Delhi,2023-09-13T00:05,195.74.139.33,73.177.61.150,user123,ServerABC,firewall-change,Firewall rule change: Port 13358 opened for IP 195.74.139.33,informational,0.83,4.502910079649727,7a79d710457a93c70c4fbd440ae08c1e905781b88f257fb08dc14ede11fda20c,1
Delhi,2023-09-17T07:07,10.0.0.2,10.0.0.3,anonymous,DeviceXYZ,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.0.0.2,critical,0.37,4.411062184245914,e312aea25124bef0d212c3ddb396355e56d96bc5c441bfaec0a818664af1cc58,1
Delhi,2023-09-13T09:13,10.10.10.10,10.0.0.101,user123,ServerABC,auth-success,Successful login for user 'user123' from IP 10.10.10.10,informational,0.1,4.1762565328429515,a3f1edc1fd70b69294e53de3c96ecc89ee7f0cc50f9b0dc1b50e6416745e4a8c,1
Delhi,2023-09-15T01:22,10.1.1.1,192.168.0.2,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 10.1.1.1,critical,0.1,4.240240000427042,457a58c0c23e15f7657f03f15f4114f59e4d99254e57f32b33a124231e4b843b,1
Delhi,2023-09-13T17:00,10.10.10.10,192.168.2.6,admin,ServerABC,system-restart,System restart: Reason5,error,0.3,3.6424896731661263,886237d51b68c7c858ae83ba6a2bb7ec1d053777d7dfa27af321fb2964b3fa3c,1
Delhi,2023-09-13T15:20,192.168.2.5,172.16.0.20,guest,Workstation123,application-errors,Application error: Error message: 65,error,0.27,3.9749375012019263,ad4b8127ca46cc9460217f949524baff740bdf1a3dedc127a19edd4d28cd1ca9,1
Delhi,2023-09-15T06:54,192.168.1.100,10.0.0.101,user123,Workstation123,auth-success,Successful login for user 'user123' from IP 192.168.1.100,error,0.1,4.354281681928004,f4944866e471b8ae40f1311e0471e206f0b2824baef20c6825ad9ec49e39d34c,1
Delhi,2023-09-17T04:16,172.16.0.10,172.16.1.101,admin,ServerABC,system-shutdown,System shutdown: Reason7,critical,0.33,3.9701755214643453,81da1799db8e955bdb74cef76025683a3673cd0e782075d1acda81fad60ebe58,1
Delhi,2023-09-15T01:00,90.47.253.158,165.28.174.103,admin,ServerABC,system-failure,Critical system failure: Error message: 86,warning,0.9,4.041625614369224,f8afde197f613eff902bc2a75461ff5ba782f6a5709ff253d79292889deb09bb,1
Delhi,2023-09-12T16:30,172.16.1.100,192.168.10.6,admin,ServerABC,system-restart,System restart: Reason2,critical,0.3,3.6424896731661263,2ea6b80d925fb2d7171a119d26c0a99426b4497d0780cd658db69f4ea41deea3,1
Delhi,2023-09-13T09:12,10.0.0.2,10.0.0.101,anonymous,Workstation123,file-access,File access: Write to file '/path/to/file509.txt' by user 'anonymous' from IP 10.0.0.2,informational,0.23,4.630248757040257,7292a7beb20a5708225700fdc95a73a2963f7c88f63fc3ac9e1c2784d28a4212,1
Delhi,2023-09-13T20:14,96.60.243.241,243.200.111.71,admin,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 96.60.243.241,warning,0.67,4.494992971353025,32ceb14bcecc13d875b54dd0789bb7c73877767d7195bd041e7c337a782c661f,1
Delhi,2023-09-12T15:52,10.0.0.100,10.10.10.20,user123,Workstation123,auth-success,Successful login for user 'user123' from IP 10.0.0.100,error,0.1,4.180154864392036,e9e087ebaafd3b1927accb96bf5ab47bfc6417d99d3e1864969a23ddf4d5117a,1
Delhi,2023-09-13T12:17,172.16.0.10,10.1.1.2,admin,ServerABC,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 172.16.0.10,critical,0.37,4.466210897400883,ecea0a15474a216759b7e48025b5304fc476b27dfc5c9a415d610ebc8c49111c,1
Delhi,2023-09-12T19:05,103.235.250.94,199.82.248.170,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 103.235.250.94,error,0.63,4.554126181568604,f8226e28457b3d54ea3e4dae7e98852276559747fdef61a3de9cef9d16548bc4,1
Delhi,2023-09-18T00:50,172.16.0.10,10.1.1.2,admin,ServerABC,software-update,Software update: Software4 updated to version v2,error,0.27,3.996653522439334,2d691d1aa73fcf0679a5a5f13ae8f075e5d1fbcb6d4c6b010a85958fca2bfe72,1
Delhi,2023-09-13T05:42,192.168.1.100,192.168.10.6,admin,DeviceXYZ,api-called,API called: API1 from IP 192.168.1.100,error,0.2,4.103613211986637,37649aab33fed3d4cfa561a8cfb7e935b3ec1ba951bf3ea3c642f7b58b7ef8d3,1
Delhi,2023-09-14T18:27,10.0.0.100,10.0.0.3,guest,DeviceXYZ,system-shutdown,System shutdown: Reason10,error,0.33,4.053660689688185,231598acce7f7522f19c12d71c0249f078a47617efd5d1f1223185902c995f9d,1
Delhi,2023-09-17T14:15,192.168.0.1,10.10.10.20,user123,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 192.168.0.1,informational,0.13,4.593266278285466,4bffb316be7418baa8b5c1328cd97d75dbf3b55f249edf0ef72a21908b1465f6,1
Delhi,2023-09-13T14:32,233.146.110.45,251.91.135.167,guest,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 233.146.110.45,critical,0.67,4.458918898701708,d6758163eedd6c236880803cf9888fb9ecad604e3a73f94769984dbe70f361af,1
Delhi,2023-09-16T02:25,192.168.2.5,10.1.1.2,anonymous,Workstation123,firewall-change,Firewall rule change: Port 9610 opened for IP 192.168.2.5,informational,0.3,4.523605970601746,e602974ea5bbfe7c472c1fbff72c3cf3dd10a765096eca02d198b08d09c32787,1
Delhi,2023-09-18T01:26,10.0.0.2,192.168.0.2,admin,Workstation123,system-shutdown,System shutdown: Reason9,informational,0.33,3.9701755214643453,69c028d661edad5927a8d126a28b73093d5756d61c8e20dccae705c33e4baa71,1
Delhi,2023-09-18T12:06,192.168.1.100,10.1.1.2,guest,ServerABC,malware-detection,Malware detected: File 'file977.txt' found on device 'ServerABC',critical,0.37,4.357258938909887,b6347f2edc451c431fb6bacc499fb8ccd71e45357da4d44679820cc3db286dea,1
Delhi,2023-09-16T02:33,10.1.1.1,192.168.10.6,anonymous,DeviceXYZ,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.1.1.1,error,0.37,4.370999066988673,0d4d76c3b57d07bbae505b51d4f98de6cd825af3f5013489c6d0a1f5de61eeda,1
Delhi,2023-09-14T10:51,192.168.10.5,192.168.0.2,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 192.168.10.5,warning,0.1,4.515337558282961,165147eb32066a33f26ad050303a182b01274e6e448d5fc13aab9a46e76bbd7f,1
Delhi,2023-09-16T06:50,10.0.0.100,10.0.0.101,user123,ServerABC,malware-detection,Malware detected: File 'file696.txt' found on device 'ServerABC',warning,0.37,4.357258938909887,ecce0bca8a684f99d6017560507c88bef5c29a10dc8baff736d6a533ec9c46ca,1
Delhi,2023-09-12T15:17,172.16.0.10,192.168.2.6,anonymous,Workstation123,file-access,File access: Read to file '/path/to/file430.txt' by user 'anonymous' from IP 172.16.0.10,informational,0.23,4.762702882601029,c17f68ee2f58962e56edd24b256667181b455e95b5a9189475fc81269d87772d,-1
Delhi,2023-09-13T19:15,93.153.58.187,230.238.238.139,anonymous,Workstation123,auth-success,Successful login for user 'anonymous' from IP 93.153.58.187,informational,0.63,4.4541570334721134,40e68ab882bc462e60cad6b02a88442ea7493f5f19766c66494461fb5f181877,1
Delhi,2023-09-12T21:30,10.0.0.100,10.0.0.101,anonymous,Workstation123,application-errors,Application error: Error message: 35,informational,0.27,3.9749375012019263,3881887f41d6cceea21196ad46f9558992d14fc89c1fa890a899d6038169da1f,1
Delhi,2023-09-13T17:41,192.168.0.1,10.0.0.101,user123,Workstation123,application-errors,Application error: Error message: 4,error,0.27,3.900153016697712,4bbe8ee2769df4ee778d228448edd0161fffc5c751b6f6c78828b208f40109fb,1
Delhi,2023-09-13T14:08,192.168.10.5,10.0.0.3,guest,Workstation123,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 192.168.10.5,warning,0.37,4.515648216369503,fb577b2278423eef87159ebc6a323a88d9f9a51fc6f8c358510d1eab0ffb6778,1
Delhi,2023-09-18T14:04,10.0.0.100,172.16.1.101,guest,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 10.0.0.100,critical,0.13,4.414807753111467,b1190b8487526d07610683710cf7015b50b050158074ddbd4d31e075454d5788,1
